make,model,year,selling_price,mileage,availability,fuel,transmission,mpg,description
Renault,KWID RXL,2019,265000,25000.0,sold,Petrol,Manual,23.9,N/A
Maruti,Alto K10 VXI,2015,320000,37500.0,sold,Petrol,Manual,25.0,N/A
Honda,City 1.5 S MT,2011,310000,68750.0,sold,Petrol,Manual,31.1,N/A
Honda,City i DTEC VX,2014,700000,81250.0,sold,Diesel,Manual,17.2,N/A
Maruti,Alto LXi BSIII,2009,130000,50000.0,sold,Petrol,Manual,27.3,N/A
Maruti,Swift Dzire VDi,2009,150000,75000.0,in stock,Diesel,Manual,15.5,N/A
Honda,Amaze E i-Dtech,2015,300000,65000.0,sold,Diesel,Manual,27.0,N/A
Maruti,Swift Dzire LXi,2011,150000,62500.0,sold,Petrol,Manual,20.4,N/A
Honda,City 1.3 EXI,2003,120000,82714.375,sold,Petrol,Manual,17.6,N/A
Hyundai,Creta 1.4 CRDi S Plus,2016,950000,56250.0,sold,Diesel,Manual,28.7,N/A
Maruti,Wagon R VXI BS IV,2007,100000,37500.0,sold,Petrol,Manual,21.1,N/A
Honda,Jazz 1.5 SV i DTEC,2015,450000,47500.0,sold,Diesel,Manual,28.3,N/A
Maruti,800 EX,2004,30000,37500.0,sold,Petrol,Manual,17.4,N/A
Mahindra,Renault Logan 1.6 Petrol GLSX,2009,200000,18750.0,sold,Petrol,Manual,17.0,N/A
Tata,Indigo LS,2010,250000,60000.0,in stock,Diesel,Manual,29.5,N/A
Mahindra,Marazzo M8 8Str,2018,1300000,6250.0,sold,Diesel,Manual,28.5,N/A
Toyota,Etios Liva 1.4 VD,2017,425000,22500.0,sold,Diesel,Manual,28.7,N/A
Honda,Amaze VX O iDTEC,2017,550000,8123.125,in stock,Diesel,Manual,21.3,N/A
Maruti,Ciaz 1.4 AT Zeta,2017,500000,25000.0,sold,Petrol,Automatic,24.1,N/A
Hyundai,Verna CRDi 1.6 SX Option,2018,1150000,16518.75,sold,Diesel,Manual,19.8,N/A
Maruti,Swift 1.3 VXI ABS,2015,475000,15375.0,sold,Petrol,Manual,32.8,N/A
Maruti,Wagon R LXI,2011,260000,17800.625,sold,Petrol,Manual,21.9,N/A
Ford,Ecosport 1.0 Ecoboost Titanium Optional,2013,350000,62500.0,sold,Petrol,Manual,20.3,N/A
Mahindra,XUV500 W8 2WD,2013,750000,26242.5,sold,Diesel,Manual,24.6,N/A
Maruti,Wagon R LXI,2009,180000,18984.375,sold,Petrol,Manual,24.7,N/A
Renault,KWID Climber 1.0 AMT BSIV,2017,350000,4786.25,sold,Petrol,Automatic,14.8,N/A
Maruti,Swift Dzire VDI,2017,611000,21500.0,sold,Diesel,Manual,20.8,N/A
Renault,KWID RXL BSIV,2017,325000,11562.5,in stock,Petrol,Manual,27.1,N/A
Maruti,Alto VXi,2015,280000,16333.75,in stock,Petrol,Manual,22.7,N/A
Maruti,Wagon R AMT VXI,2014,300000,18088.75,sold,Petrol,Automatic,21.7,N/A
Mahindra,XUV500 W8 2WD,2012,711000,33500.0,in stock,Diesel,Manual,26.6,N/A
Toyota,Innova 2.5 G (Diesel) 8 Seater,2015,851000,33532.5,sold,Diesel,Manual,32.3,N/A
Maruti,Ritz VDi,2011,260000,33059.375,sold,Diesel,Manual,25.9,N/A
Hyundai,Verna SX Diesel,2013,550000,26452.5,sold,Diesel,Manual,23.0,N/A
Mahindra,XUV500 W10 1.99 mHawk,2016,1044999,40625.0,sold,Diesel,Manual,24.3,N/A
Mahindra,Scorpio EX,2012,550000,37647.5,sold,Diesel,Manual,17.8,N/A
Maruti,Wagon R VXI BS IV,2014,210000,43750.0,in stock,Petrol,Manual,17.9,N/A
Maruti,Wagon R VXI BS IV,2014,210000,43750.0,sold,Petrol,Manual,25.5,N/A
Mahindra,Xylo E8,2009,290000,62500.0,sold,Diesel,Manual,26.2,N/A
Fiat,500 Lounge,2008,250999,68750.0,sold,Diesel,Manual,24.6,N/A
Renault,Triber RXT BSIV,2019,600000,6437.5,sold,Petrol,Manual,23.3,N/A
Fiat,Grande Punto EVO 1.3 Active,2014,270000,75000.0,sold,Diesel,Manual,29.6,N/A
Tata,New Safari 4X4 EX,2012,550000,88750.0,sold,Diesel,Manual,20.6,N/A
Mahindra,TUV 300 mHAWK100 T8,2017,800000,15625.0,sold,Diesel,Manual,35.2,N/A
Tata,Altroz XE,2020,500000,3125.0,sold,Petrol,Manual,29.1,N/A
Hyundai,Creta 1.6 CRDi SX,2016,535000,32875.0,sold,Diesel,Manual,29.4,N/A
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2016,396000,17901.875,in stock,Petrol,Manual,29.4,N/A
Honda,City i DTEC VX,2014,600000,31250.0,sold,Diesel,Manual,26.0,N/A
Maruti,Wagon R ZXI 1.2,2019,575000,18750.0,sold,Petrol,Manual,24.7,N/A
Hyundai,Santro Sportz BSIV,2020,520000,3125.0,sold,Petrol,Manual,24.3,N/A
Mahindra,XUV500 AT W10 FWD,2018,1400000,18750.0,sold,Diesel,Automatic,22.7,N/A
Maruti,Baleno Delta Automatic,2018,600000,4750.0,sold,Petrol,Automatic,31.2,N/A
Chevrolet,Beat Diesel LS,2013,195000,29533.125,in stock,Diesel,Manual,22.2,N/A
Maruti,Alto K10 VXI AGS,2015,281000,2770.0,sold,Petrol,Automatic,19.5,N/A
Tata,Indica GLS BS IV,2010,75000,68750.0,sold,Petrol,Manual,32.0,N/A
Hyundai,Grand i10 Sportz,2014,400000,15625.0,sold,Petrol,Manual,27.2,N/A
Tata,Indica Vista Terra 1.4 TDI,2009,93000,43750.0,sold,Diesel,Manual,28.2,N/A
Hyundai,i20 Active S Petrol,2016,560000,42826.875,sold,Petrol,Manual,26.4,N/A
Hyundai,EON 1.0 Era Plus,2019,400000,3125.0,sold,Petrol,Manual,28.3,N/A
Tata,Tigor 1.2 Revotron XT,2018,459999,25000.0,sold,Petrol,Manual,24.9,N/A
Hyundai,Xcent 1.2 CRDi E,2017,450000,26875.0,sold,Diesel,Manual,32.7,N/A
Maruti,Alto Green LXi (CNG),2010,88000,50156.875,in stock,CNG,Manual,22.3,N/A
Hyundai,i20 1.2 Era,2010,250000,21562.5,sold,Petrol,Manual,16.1,N/A
Ford,Ikon 1.4 ZXi,2000,22000,26714.375,sold,Petrol,Manual,26.8,N/A
Chevrolet,Beat Diesel LS,2013,130000,58687.5,sold,Diesel,Manual,23.1,N/A
Maruti,Zen VXi - BS III,2004,79000,50000.0,sold,Petrol,Manual,23.9,N/A
Chevrolet,Beat Diesel LS,2012,120000,68750.0,sold,Diesel,Manual,22.8,N/A
BMW,7 Series 730Ld,2011,1700000,62500.0,sold,Diesel,Automatic,23.4,N/A
Chevrolet,Optra Magnum 2.0 LT,2012,300000,15625.0,sold,Diesel,Manual,20.7,N/A
Chevrolet,Optra Magnum 2.0 LT,2012,300000,15625.0,sold,Diesel,Manual,28.7,N/A
Maruti,A-Star Lxi,2009,145000,15625.0,sold,Petrol,Manual,23.2,N/A
Ford,Endeavour 3.2 Titanium AT 4X4,2019,3200000,12500.0,in stock,Diesel,Automatic,26.4,N/A
Chevrolet,Spark 1.0 LT,2013,240000,6250.0,sold,Petrol,Manual,19.0,N/A
Honda,WR-V i-DTEC VX,2018,700000,18750.0,sold,Diesel,Manual,24.2,N/A
Hyundai,Accent GLX,2010,145000,68750.0,sold,Petrol,Manual,19.6,N/A
Maruti,Ertiga VDI Limited Edition,2014,535000,50000.0,in stock,Diesel,Manual,21.8,N/A
Mahindra,KUV 100 mFALCON G80 K2 Plus,2016,420000,13125.0,in stock,Petrol,Manual,30.9,N/A
Maruti,Alto K10 VXI,2016,350000,12500.0,sold,Petrol,Manual,19.5,N/A
Maruti,Swift VDI BSIV,2015,550000,20000.0,sold,Diesel,Manual,24.0,N/A
Mitsubishi,Montero 3.2 MT,2007,750000,112500.0,sold,Diesel,Manual,22.7,N/A
Tata,Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,198000,43750.0,sold,Diesel,Manual,21.6,N/A
Hyundai,i20 Magna Optional 1.4 CRDi,2013,420000,31250.0,sold,Diesel,Manual,20.1,N/A
Hyundai,i20 Magna Optional 1.4 CRDi,2013,420000,31250.0,in stock,Diesel,Manual,24.6,N/A
Ford,Endeavour 4x2 XLT,2004,195000,75000.0,in stock,Diesel,Manual,34.7,N/A
Hyundai,EON Sportz,2012,150000,34853.75,in stock,Petrol,Manual,31.1,N/A
Nissan,Micra XL,2011,275000,25000.0,sold,Petrol,Manual,22.3,N/A
Maruti,800 Std,2001,65000,37500.0,sold,Petrol,Manual,24.3,N/A
Maruti,Swift LXi BSIV,2008,200000,31250.0,sold,Petrol,Manual,21.5,N/A
Maruti,Swift Dzire VDi,2010,250000,68750.0,sold,Diesel,Manual,32.0,N/A
Renault,Duster 85PS Diesel RxL,2013,450000,625.0,in stock,Diesel,Manual,22.2,N/A
Maruti,Ignis 1.3 Delta,2018,590000,16468.75,in stock,Diesel,Manual,26.5,N/A
Maruti,SX4 Vxi BSIV,2012,225000,68750.0,sold,Petrol,Manual,24.6,N/A
Tata,Indigo CS LX (TDI) BS-III,2015,225000,42965.625,sold,Diesel,Manual,25.0,N/A
Maruti,Alto 800 LXI,2006,165000,82500.0,in stock,Petrol,Manual,21.9,N/A
Mahindra,Bolero Power Plus SLX,2019,860000,21875.0,sold,Diesel,Manual,19.4,N/A
Mahindra,XUV500 W6 2WD,2016,900000,29375.0,sold,Diesel,Manual,15.2,N/A
Tata,Indigo TDI,2013,182000,62500.0,sold,Diesel,Manual,33.3,N/A
Tata,Indica Vista Terra 1.4 TDI,2010,100000,50000.0,sold,Diesel,Manual,34.8,N/A
Hyundai,Santro Xing XL eRLX Euro III,2006,100000,25000.0,sold,Petrol,Manual,19.9,N/A
Maruti,Alto K10 VXI AGS,2017,375000,17055.625,in stock,Petrol,Automatic,30.9,N/A
Tata,Tiago XZA AMT,2018,525000,6862.5,sold,Petrol,Automatic,27.3,N/A
Hyundai,EON Era Plus,2016,320000,15413.75,sold,Petrol,Manual,19.9,N/A
Maruti,Swift Dzire VDI,2013,525000,23125.0,sold,Diesel,Manual,23.0,N/A
Nissan,Evalia XV,2014,650000,17653.125,in stock,Diesel,Manual,16.0,N/A
Hyundai,Grand i10 1.2 CRDi Sportz Option,2017,575000,16878.125,sold,Diesel,Manual,24.8,N/A
Hyundai,i10 Magna,2014,355000,24516.875,sold,Petrol,Manual,15.7,N/A
Mahindra,KUV 100 D75 K4 Plus 5Str,2016,470000,19604.375,sold,Diesel,Manual,34.9,N/A
Maruti,Wagon R LXI,2008,221000,21880.0,sold,Petrol,Manual,24.3,N/A
Hyundai,Santro Xing GLS,2009,195000,16878.125,sold,Petrol,Manual,22.5,N/A
Maruti,Zen VX,2001,85000,53750.0,sold,Petrol,Manual,20.2,N/A
Maruti,Swift VDI,2013,400000,31250.0,in stock,Diesel,Manual,28.5,N/A
Maruti,Baleno Delta 1.3,2017,650000,12500.0,sold,Diesel,Manual,32.8,N/A
Hyundai,i10 Magna 1.2,2010,400000,31250.0,in stock,Petrol,Manual,29.0,N/A
Tata,Manza Aura (ABS) Quadrajet BS IV,2012,295000,50000.0,sold,Diesel,Manual,27.4,N/A
Maruti,Omni LPG STD BSIV,2006,60000,84375.0,sold,LPG,Manual,24.9,N/A
Maruti,Zen D PS,2003,110000,75000.0,sold,Diesel,Manual,33.3,N/A
Fiat,Linea 1.3 Multijet Emotion,2015,550000,71000.0,in stock,Diesel,Manual,28.6,N/A
Hyundai,Santro Xing GLS,2008,190000,43750.0,sold,Petrol,Manual,31.8,N/A
Ford,Aspire Titanium Plus Diesel BSIV,2018,861999,12500.0,sold,Diesel,Manual,30.7,N/A
Ford,Aspire Titanium Plus BSIV,2018,782000,8750.0,sold,Petrol,Manual,26.7,N/A
Ford,Freestyle Titanium Plus Diesel BSIV,2018,836000,16250.0,in stock,Diesel,Manual,26.3,N/A
Honda,City i VTEC V,2016,696000,86828.125,sold,Petrol,Manual,32.4,N/A
Honda,Jazz 1.5 VX i DTEC,2016,596000,76102.5,sold,Diesel,Manual,29.4,N/A
Honda,Jazz 1.2 VX i VTEC,2016,612000,65893.125,sold,Petrol,Manual,25.8,N/A
Maruti,Alto 800 LXI,2015,114999,21875.0,in stock,Petrol,Manual,22.1,N/A
Tata,Bolt Quadrajet XE,2017,340000,37500.0,sold,Diesel,Manual,32.4,N/A
Maruti,Swift ZXI Plus,2020,550000,3125.0,in stock,Petrol,Manual,20.1,N/A
Chevrolet,Aveo U-VA 1.2 LT,2008,114999,43750.0,sold,Petrol,Manual,26.9,N/A
Maruti,Wagon R VXI,2000,105000,50000.0,sold,Petrol,Manual,25.1,N/A
Maruti,Vitara Brezza ZDi,2019,890000,12500.0,sold,Diesel,Manual,20.4,N/A
Tata,Nexon 1.2 Revotron XZ Plus,2019,715000,5000.0,in stock,Petrol,Manual,31.9,N/A
Hyundai,i20 Asta (o),2014,525000,33750.0,in stock,Petrol,Manual,22.7,N/A
Volkswagen,Jetta 2.0L TDI Highline AT,2012,735000,34562.5,sold,Diesel,Automatic,29.3,N/A
Honda,Amaze S i-VTEC,2016,495000,7473.75,in stock,Petrol,Manual,23.6,N/A
Hyundai,Creta 1.6 SX Option,2017,1025000,5625.0,sold,Petrol,Manual,24.8,N/A
Mahindra,XUV500 W8 2WD,2015,750000,43750.0,sold,Diesel,Manual,25.5,N/A
Renault,Duster 85PS Diesel RxL Optional,2013,600000,75000.0,sold,Diesel,Manual,22.6,N/A
Hyundai,i20 Asta 1.2,2014,475000,14451.25,sold,Petrol,Manual,22.3,N/A
Hyundai,Santro Xing XO,2007,80000,36250.0,sold,Petrol,Manual,20.1,N/A
Mahindra,Bolero 2011-2019 SLE,2013,325000,38875.0,in stock,Diesel,Manual,21.6,N/A
Audi,A6 2.0 TDI Premium Plus,2014,1470000,21250.0,in stock,Diesel,Automatic,26.4,N/A
Fiat,Avventura MULTIJET Emotion,2015,350000,33125.0,sold,Diesel,Manual,31.2,N/A
Audi,A8 4.2 TDI,2013,2800000,30625.0,sold,Diesel,Automatic,17.9,N/A
Datsun,RediGO 1.0 S,2017,210000,9375.0,sold,Petrol,Manual,19.8,N/A
Chevrolet,Cruze LT,2012,349000,27812.5,sold,Diesel,Manual,22.4,N/A
Volkswagen,Jetta 1.4 TSI Comfortline,2013,450000,31250.0,sold,Petrol,Manual,15.8,N/A
Audi,A4 2.0 TDI 177 Bhp Premium Plus,2013,1150000,33125.0,sold,Diesel,Automatic,21.5,N/A
Honda,Civic 1.8 V AT,2009,210000,39687.5,sold,Petrol,Automatic,18.3,N/A
Mercedes-Benz,E-Class Exclusive E 200 BSIV,2018,4500000,6125.0,sold,Petrol,Automatic,18.9,N/A
Volkswagen,Polo GTI,2017,825000,8499.375,sold,Petrol,Automatic,19.2,N/A
BMW,X1 sDrive 20d xLine,2017,2750000,8125.0,sold,Diesel,Automatic,24.6,N/A
Chevrolet,Beat Diesel,2012,160000,68750.0,sold,Diesel,Manual,26.0,N/A
Mahindra,Scorpio SLE BSIV,2014,550000,62500.0,sold,Diesel,Manual,23.8,N/A
Maruti,Swift 1.3 VXI ABS,2006,95000,68750.0,in stock,Petrol,Manual,28.7,N/A
Toyota,Innova 2.5 G (Diesel) 7 Seater,2014,725000,56250.0,in stock,Diesel,Manual,31.3,N/A
Tata,Tigor 1.2 Revotron XZ Option,2019,670000,10625.0,sold,Petrol,Manual,25.9,N/A
Maruti,Alto LX,2008,65000,87500.0,sold,Petrol,Manual,20.2,N/A
Mahindra,Xylo D4,2015,500000,31250.0,sold,Diesel,Manual,29.7,N/A
Mahindra,KUV 100 mFALCON G80 K8 5str,2017,600000,33125.0,sold,Petrol,Manual,33.5,N/A
Maruti,Wagon R VXI Optional,2017,350000,43750.0,in stock,Petrol,Manual,20.3,N/A
Chevrolet,Beat Diesel LT,2012,200000,43750.0,sold,Diesel,Manual,31.8,N/A
Hyundai,Getz 1.5 CRDi GVS,2008,110000,96250.0,sold,Diesel,Manual,28.7,N/A
Hyundai,EON Sportz,2012,150000,50000.0,in stock,Petrol,Manual,15.9,N/A
Maruti,Zen D PS,2003,75000,68750.0,sold,Diesel,Manual,28.6,N/A
Honda,Amaze EX i-Dtech,2013,350000,56250.0,sold,Diesel,Manual,18.8,N/A
Toyota,Innova Crysta 2.4 VX MT 8S BSIV,2018,1700000,9375.0,sold,Diesel,Manual,28.5,N/A
BMW,X1 sDrive20d,2011,890000,53750.0,sold,Diesel,Automatic,27.2,N/A
Mahindra,Scorpio M2DI,2014,500000,75000.0,sold,Diesel,Manual,14.9,N/A
Hyundai,Elite i20 Sportz Plus Dual Tone BSIV,2019,600000,3250.0,sold,Petrol,Manual,28.2,N/A
Chevrolet,Beat LS,2010,99000,37500.0,in stock,Petrol,Manual,29.0,N/A
Hyundai,i10 Era 1.1 iTech SE,2011,235000,28750.0,sold,Petrol,Manual,27.8,N/A
Tata,Indigo GLX,2006,75000,25000.0,sold,Petrol,Manual,23.0,N/A
Honda,City i DTEC VX,2014,600000,56250.0,in stock,Diesel,Manual,25.6,N/A
Hyundai,Verna CRDi 1.6 SX,2019,1000000,15625.0,in stock,Diesel,Manual,31.5,N/A
Hyundai,Verna 1.6 SX,2012,390000,56250.0,sold,Diesel,Manual,34.2,N/A
Volkswagen,Polo 1.5 TDI Highline,2015,600000,43750.0,sold,Diesel,Manual,21.8,N/A
Hyundai,i20 1.2 Spotz,2017,600000,43750.0,sold,Petrol,Manual,25.0,N/A
Hyundai,Elite i20 Magna Plus Diesel,2019,730000,21875.0,sold,Diesel,Manual,20.4,N/A
Hyundai,Grand i10 1.2 Kappa Magna AT,2017,450000,7937.5,sold,Petrol,Automatic,15.6,N/A
Maruti,Ritz LDi,2011,250000,50000.0,sold,Diesel,Manual,26.9,N/A
Mahindra,XUV500 W10 2WD,2018,1400000,12500.0,sold,Diesel,Manual,22.7,N/A
Renault,KWID 1.0 RXT Optional,2018,300000,12500.0,in stock,Petrol,Manual,29.9,N/A
Ford,EcoSport 1.5 Petrol Titanium BSIV,2017,800000,11875.0,sold,Petrol,Manual,24.7,N/A
Fiat,Grande Punto Active (Diesel),2009,125000,59375.0,sold,Diesel,Manual,27.2,N/A
BMW,X1 sDrive 20d xLine,2019,2600000,5937.5,in stock,Diesel,Automatic,25.0,N/A
Skoda,Fabia 1.2 MPI Ambition Plus,2012,300000,31250.0,in stock,Petrol,Manual,21.3,N/A
Volkswagen,Polo Diesel Trendline 1.2L,2012,295000,56250.0,sold,Diesel,Manual,19.4,N/A
Ford,Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000,28649.375,in stock,Petrol,Manual,19.9,N/A
Chevrolet,Aveo 1.4 LS,2010,200000,46568.75,sold,Petrol,Manual,25.6,N/A
Chevrolet,Aveo U-VA 1.2 LS,2009,130000,54558.125,sold,Petrol,Manual,28.9,N/A
Ford,Figo Diesel EXI,2012,250000,97525.0,sold,Diesel,Manual,28.7,N/A
Ford,Endeavour 2.5L 4X2 MT,2004,400000,58384.375,in stock,Diesel,Manual,24.1,N/A
Ford,Aspire Titanium BSIV,2017,430000,63224.375,sold,Petrol,Manual,26.4,N/A
Hyundai,EON 1.0 Kappa Magna Plus,2015,170000,50000.0,sold,Petrol,Manual,30.4,N/A
Tata,Tiago 2019-2020 XZ,2019,450000,7500.0,sold,Petrol,Manual,14.9,N/A
Maruti,Swift ZXI,2013,350000,56250.0,in stock,Petrol,Manual,29.0,N/A
Chevrolet,Spark 1.0 LT,2011,130000,42824.375,sold,Petrol,Manual,21.8,N/A
Chevrolet,Beat Diesel LS,2012,180000,34456.25,sold,Diesel,Manual,34.7,N/A
Ford,Ecosport 1.0 Ecoboost Titanium Optional,2014,475000,40774.375,sold,Petrol,Manual,24.2,N/A
Volkswagen,Polo 1.2 MPI Comfortline,2015,470000,36363.75,sold,Petrol,Manual,27.5,N/A
Ford,Fiesta Diesel Trend,2012,200000,57028.125,sold,Diesel,Manual,32.8,N/A
Mahindra,XUV500 W8 2WD,2013,650000,64368.125,in stock,Diesel,Manual,25.4,N/A
Honda,City 1.5 E MT,2010,400000,31250.0,sold,Petrol,Manual,22.9,N/A
Maruti,Zen VXI,2000,100000,75000.0,sold,Petrol,Manual,29.3,N/A
Maruti,Swift Dzire VDI,2014,409999,56250.0,sold,Diesel,Manual,16.8,N/A
Maruti,Swift VDI BSIV,2018,640000,15625.0,sold,Diesel,Manual,24.6,N/A
Maruti,Wagon R LXI Minor,2007,160000,50000.0,sold,Petrol,Manual,22.3,N/A
Tata,Indigo TDI,2013,182000,62500.0,in stock,Diesel,Manual,17.0,N/A
Maruti,Baleno Zeta 1.3,2018,750000,43750.0,sold,Diesel,Manual,26.9,N/A
Mahindra,Jeep MM 550 XDB,2002,150000,31250.0,in stock,Diesel,Manual,24.1,N/A
Maruti,Alto STD,2008,80000,62500.0,sold,Petrol,Manual,25.7,N/A
Maruti,Celerio VDi,2016,240000,56250.0,sold,Diesel,Manual,28.1,N/A
Maruti,Esteem Lxi,2005,60000,37500.0,sold,Petrol,Manual,19.4,N/A
Maruti,Alto LX,2007,70000,75000.0,sold,Petrol,Manual,34.6,N/A
Volkswagen,Jetta 1.9 Highline TDI,2008,285000,56250.0,sold,Diesel,Automatic,15.8,N/A
Maruti,Swift VDI BSIV,2015,350000,37500.0,sold,Diesel,Manual,21.5,N/A
Hyundai,i20 Active 1.4 SX with AVN,2015,699000,18750.0,in stock,Diesel,Manual,28.7,N/A
Ford,Figo Diesel ZXI,2011,275000,67500.0,in stock,Diesel,Manual,15.7,N/A
Hyundai,i20 1.4 CRDi Magna,2012,350000,100000.0,in stock,Diesel,Manual,22.0,N/A
Maruti,Alto LXi BSIII,2006,135000,56250.0,sold,Petrol,Manual,29.9,N/A
Mahindra,Xylo E4 8S,2010,325000,75000.0,sold,Diesel,Manual,33.5,N/A
Mahindra,XUV500 W8 2WD,2012,650000,63750.0,sold,Diesel,Manual,26.2,N/A
Mahindra,Bolero SLE,2009,300000,111250.0,in stock,Diesel,Manual,27.2,N/A
Toyota,Innova 2.5 VX (Diesel) 8 Seater,2014,1200000,125000.0,in stock,Diesel,Manual,21.8,N/A
Ford,Fiesta Petrol Trend,2012,450000,37500.0,sold,Petrol,Manual,20.6,N/A
Tata,Tiago 1.2 Revotron XE,2019,425000,1875.0,in stock,Petrol,Manual,27.6,N/A
Maruti,Alto LXi,2006,150000,46948.75,in stock,Petrol,Manual,30.4,N/A
Maruti,Ritz LDi,2013,290000,87500.0,in stock,Diesel,Manual,29.6,N/A
Hyundai,Xcent 1.2 Kappa Base,2014,335000,37500.0,sold,Petrol,Manual,34.9,N/A
Chevrolet,Optra 1.6,2006,120000,49375.0,in stock,Petrol,Manual,30.0,N/A
Ford,Ikon 1.6 ZXI NXt,2005,20000,15625.0,sold,Petrol,Manual,28.6,N/A
Hyundai,Getz GLS,2005,250000,43750.0,sold,Petrol,Manual,21.9,N/A
Hyundai,Santro Xing GL Plus,2008,120000,26076.875,sold,Petrol,Manual,23.4,N/A
Maruti,SX4 Vxi BSIV,2010,250000,43750.0,sold,Petrol,Manual,26.0,N/A
Tata,Indigo LS,2012,220000,43750.0,sold,Diesel,Manual,20.3,N/A
Ford,Ikon 1.3 Flair,2005,61000,2898.125,sold,Petrol,Manual,20.7,N/A
Maruti,Swift VDI BSIV,2016,620000,43750.0,in stock,Diesel,Manual,33.8,N/A
Maruti,Swift Dzire LDIX Limited Edition,2014,425000,62500.0,sold,Diesel,Manual,31.0,N/A
Tata,Indica Vista Aqua 1.3 Quadrajet,2009,85000,75000.0,sold,Diesel,Manual,29.0,N/A
Maruti,Swift 1.3 DLX,2015,270000,25000.0,sold,Diesel,Manual,23.2,N/A
Maruti,Swift Vdi BSIII,2009,180000,137500.0,sold,Diesel,Manual,17.9,N/A
Renault,KWID 1.0 RXT Optional,2018,300000,12500.0,in stock,Petrol,Manual,33.0,N/A
Ford,EcoSport 1.5 Petrol Titanium BSIV,2017,800000,11875.0,in stock,Petrol,Manual,16.6,N/A
Fiat,Grande Punto Active (Diesel),2009,125000,59375.0,in stock,Diesel,Manual,35.3,N/A
Mahindra,KUV 100 mFALCON G80 K2,2017,450000,18750.0,sold,Petrol,Manual,25.7,N/A
Tata,New Safari DICOR 2.2 VX 4x4,2012,450000,26659.375,sold,Diesel,Manual,28.1,N/A
Renault,KWID 1.0 RXL,2017,250000,26875.0,in stock,Petrol,Manual,20.6,N/A
Toyota,Innova 2.5 VX 8 STR BSIV,2012,725000,43750.0,sold,Diesel,Manual,24.5,N/A
Hyundai,i20 Magna,2010,250000,34375.0,sold,Petrol,Manual,17.1,N/A
Fiat,Punto 1.3 Active,2010,99000,50000.0,in stock,Diesel,Manual,27.1,N/A
Renault,KWID 1.0,2017,350000,34375.0,sold,Petrol,Manual,21.3,N/A
Hyundai,Xcent 1.2 VTVT E Plus,2018,511000,43750.0,sold,Petrol,Manual,28.3,N/A
Maruti,Ritz VDi,2012,300000,50000.0,sold,Diesel,Manual,20.4,N/A
Audi,Q5 2.0 TFSI Quattro,2010,1100000,68750.0,sold,Petrol,Automatic,23.1,N/A
Hyundai,i10 Sportz 1.2,2010,125000,37500.0,sold,Petrol,Manual,28.0,N/A
Tata,Tiago 1.2 Revotron XZ,2018,500000,18750.0,sold,Petrol,Manual,22.6,N/A
Renault,Duster 85PS Diesel RxL,2013,385000,50000.0,sold,Diesel,Manual,28.9,N/A
Skoda,Rapid 1.6 MPI Elegance,2012,350000,56250.0,in stock,Petrol,Manual,19.7,N/A
Maruti,800 Std BSIII,2003,60000,31250.0,sold,Petrol,Manual,23.1,N/A
Hyundai,Santro Xing GLS,2012,300000,31250.0,sold,Petrol,Manual,16.4,N/A
Hyundai,i20 1.4 CRDi Asta,2012,400000,43750.0,sold,Diesel,Manual,28.4,N/A
Ford,Ecosport 1.5 DV5 MT Titanium,2014,550000,68750.0,sold,Diesel,Manual,23.5,N/A
Nissan,Sunny XL,2012,300000,50000.0,in stock,Petrol,Manual,21.6,N/A
Maruti,Swift VDI,2012,250000,97500.0,sold,Diesel,Manual,33.3,N/A
Toyota,Innova 2.5 GX 7 STR,2012,800000,112500.0,sold,Diesel,Manual,15.1,N/A
Maruti,Eeco 5 Seater AC BSIV,2018,300000,15625.0,in stock,Petrol,Manual,24.3,N/A
Maruti,Alto LX,2004,80000,75000.0,sold,Petrol,Manual,26.2,N/A
Mahindra,Scorpio S5 BSIV,2020,1200000,6875.0,sold,Diesel,Manual,22.0,N/A
Renault,KWID AMT,2017,355000,25000.0,sold,Petrol,Automatic,22.5,N/A
Maruti,Swift Dzire VDI,2015,520000,31250.0,sold,Diesel,Manual,22.6,N/A
Hyundai,Verna 1.6 CRDI,2012,500000,16250.0,in stock,Diesel,Manual,21.2,N/A
Maruti,Alto LXi,2008,114999,18750.0,in stock,Petrol,Manual,25.1,N/A
Toyota,Fortuner 4x2 Manual,2014,1800000,31250.0,sold,Diesel,Manual,31.0,N/A
Mahindra,TUV 300 T6 Plus,2018,800000,12500.0,in stock,Diesel,Manual,17.6,N/A
Maruti,Alto LXi BSIII,2008,105000,18750.0,in stock,Petrol,Manual,23.2,N/A
Maruti,Alto LXi,2011,135000,48750.0,sold,Petrol,Manual,26.9,N/A
Maruti,Wagon R VXI BS IV,2011,170000,25000.0,sold,Petrol,Manual,30.3,N/A
Hyundai,Verna 1.6 SX VTVT,2014,550000,62500.0,sold,Petrol,Manual,28.2,N/A
Honda,City 1.5 V MT,2009,250000,43750.0,sold,Petrol,Manual,27.3,N/A
Hyundai,Elantra CRDi SX,2014,650000,18750.0,in stock,Diesel,Manual,18.8,N/A
Honda,City 1.5 V AT Exclusive,2008,210000,48125.0,sold,Petrol,Automatic,26.0,N/A
